LP.;Nazwa konferencji;Liczba punktów;Przypisane dyscypliny naukowe
1491;"International Workshop on Principles of Diagnosis [DX ]
(Diagnostics  [DX ])";70;"informatyka techniczna i telekomunikacja;
informatyka;"
1492;IEEE Dynamic Spectrum Access Networks  [DYSPAN ];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1493;Engineering Applications of Artifical Intelligence  [EAAI ];140;"informatyka techniczna i telekomunikacja;
informatyka;"
1494;International Conference on Theory and Practice of Digital Libraries [TPDL];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1495;World Conference on Educational Multimedia, Hypermedia and Telecommunications  [ED-MEDIA ];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1496;Engineering Federated Information (Database) Systems  [EFIS/EFDBS ];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1497;Joint Meeting of the European Frequency and Time Forum and the Institute of Electrical and Electronics Engineers In [EFTF/IFCS];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1498;European Grid Conference [EGC];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1499;The Annual International Conference of the IEEE Engineering in Medicine and Biology Society [EMBC];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1500;Extended Semantic Web Conference (was European Semantic Web Conference) [ESWC];140;"informatyka techniczna i telekomunikacja;
informatyka;"
1501;"International European Conference on Parallel and Distributed Computing [EuroPar]
(International Conference on Parallel Processing [EuroPar])";140;"informatyka techniczna i telekomunikacja;
informatyka;"
1502;European Workshop on Learning Robots [EWLR];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1503;IEEE Symposium on Field Programmable Custom Computing Machines [FCCM];140;"informatyka techniczna i telekomunikacja;
informatyka;"
1504;Frontiers in Education [FIE];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1505;Formal Techniques in Real-Time and Fault Tolerant Systems  [FTRTFT ];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1506;IEEE Global Telecommunications Conference  [GLOBECOM];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1507;Human Language Technologies  [HLT ];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1508;Symposium on High Performance Chips  [HOTCHIPS (HCS) ];140;"informatyka techniczna i telekomunikacja;
informatyka;"
1509;International Conference on High Performance Computing and Networking [HPCN ];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1510;IADIS International Conference Applied Computing [IADIS AC ];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1511;IEEE Industry Applications Society Annual Conference [IAS];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1512;"International Conference on Computer Communication and Networks [ICCCN]
(International Conference on Computer Communication and Networks [IC3N])";140;"informatyka techniczna i telekomunikacja;
informatyka;"
1513;IFAC Conference on Automation [ICA];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1514;International Conference of Asian Digital Libraries [ICADL];140;"informatyka techniczna i telekomunikacja;
informatyka;"
1515;International Conference on Artificial Neural Networks and Genetic Algorithms [ICANNGA];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1516;IEEE International Conference on Acoustics, Speech and Signal Processing [ICASSP];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1517;International Conference on Computing and Information [ICCI];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1518;IEEE International Conference on Computer Languages [ICCL];140;"informatyka techniczna i telekomunikacja;
informatyka;"
1519;International Conference on Communication Systems and Applications [ICCSA];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1520;IEEE International Conference on Document Analysis and Recognition [ICDAR];140;"informatyka techniczna i telekomunikacja;
informatyka;"
1521;IEEE International Conference on Robotics and Automation [ICRA];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1522;International Computer Symposium Conference [ICSC2];100;"informatyka techniczna i telekomunikacja;
informatyka;"
1523;IEEE Conference on Information, Decision and Control [IDC];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1524;International Database Conference (HK CS) [IDC(W)];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1525;IDF Congress [IDFC];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1526;IEEE Congress on Evolutionary Computation [CEC];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1527;Intelligent Vehicles Conference [IEEE-IV];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1528;IEEE International Conference on Multimedia Computing and Systems [IEEE-MM];140;"informatyka techniczna i telekomunikacja;
informatyka;"
1529;IEEE Transactions on Knowledge and Data Engineering [IEEETKDE];140;"informatyka techniczna i telekomunikacja;
informatyka;"
1530;Intenational Environmental Modelling and Software Society [iEMSs];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1531;International Federation of Automatic Control World Congress [IFAC];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1532;IFIP WG 11.3 Working Conference on Data and Applications Security (also known as DBSEC) [DBSEC];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1533;International Joint Conference on Computational Linguistics [IJCNLP2];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1534;International Logic Programming Symposium [ILPS];140;"informatyka techniczna i telekomunikacja;
informatyka;"
1535;IEEE Intell Network Workshop [IN];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1536;IEEE International Symposium on Intelleligence in Neural & Biological Systems [INBS];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1537;IEEE International Conference on Computer Communications [INFOCOM];200;"informatyka techniczna i telekomunikacja;
informatyka;"
1538;IEEE International Conference on Intelligent Processing Systems [IPS];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1539;Information Resources Management Association International Conference [IRMA];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1540;IEEE International Solid-State Circuits Conference [ISSCC];140;"informatyka techniczna i telekomunikacja;
informatyka;"
1541;International Conference on IT Based Higher Education and Training [ITHET];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1542;IEEE International Workshop on Cluster Computing and the Grid  [IWCC ];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1543;ACM Conference on Digital Libraries  [JCDL ];200;"informatyka techniczna i telekomunikacja;
informatyka;"
1544;IEEE LAN/MAN Workshop [LANMAN ];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1545;International Workshop on Logic Programming and Multi-Agents [LPMA];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1546;Language Resources and Evaluation Conference [LREC];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1547;Symposium on Frontiers of Massively Parallel Processing [MassPar];140;"informatyka techniczna i telekomunikacja;
informatyka;"
1548;Australian Conference on Mathematics and Computers in Sport [MCSpo];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1549;"Malaysia International Conference on Communications  [MICC]
(Joint IEEE Malaysia International Conference on Communications and IEEE International Workshop on Intelligent Signal Processing and Communication Systems [MICC/ISPACS])";20;"informatyka techniczna i telekomunikacja;
informatyka;"
1550;International Symposium on Microarchitecture [MICRO];140;"informatyka techniczna i telekomunikacja;
informatyka;"
1551;IEEE International Conference on Multimedia in Education [MME];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1552;Multiple Objective Decision Support System Conference [MODSS];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1553;Net Object Days (Includings MATES, ENASE etc.) [MATES ENASE];140;"informatyka techniczna i telekomunikacja;
informatyka;"
1554;Network Storage Symposium [NetStore];140;"informatyka techniczna i telekomunikacja;
informatyka;"
1555;Open and Distance Learning Association of Australia Bienniel Forum [ODLA];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1556;Joint OECC, IOCC & ACOFT [OESS/IOCC/ACOFT];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1557;International Conference on Object Oriented Information Systems [OOIS];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1558;IEEE Conference on Open Architecture and Network Programming [OPENARCH];140;"informatyka techniczna i telekomunikacja;
informatyka;"
1559;PACES & ICIL [P&I];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1560;Post-Graduate ADFA Conference on Computer Science [PACCS];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1561;Joint AUPEC & EECON  [PEC&CON ];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1562;IFIP International Symposium on Computing Performance, Modelling, Measurement and Evaluation  [PERFORMANCE ];140;"informatyka techniczna i telekomunikacja;
informatyka;"
1563;International Symposium on Physical Design [PHYSDES ];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1564;Symposium on Programming Language Implementation and Logic Programming [PLILP ];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1565;Performance Tools - International Conference on Model Techniques & Tools for CPE [PT];140;"informatyka techniczna i telekomunikacja;
informatyka;"
1566;International Conference on Rewriting Techniques and Applications [RTA];140;"informatyka techniczna i telekomunikacja;
informatyka;"
1567;Unix Symposium on Operating Systems Design and Implementation  [SDSDI ];140;"informatyka techniczna i telekomunikacja;
informatyka;"
1568;International Conference on Software Engineering: Education and Practice  [SEEP ];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1569;Society for Information Technology and Teacher Education Conference  [SITE ];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1570;IEEE International Symposium on Software Metrics  [SMS ];140;"informatyka techniczna i telekomunikacja;
informatyka;"
1571;Software Process Improvement and Capability Determination  [SPICE ];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1572;ACM Symposium on Software Reusability  [SSR];140;"informatyka techniczna i telekomunikacja;
informatyka;"
1573;Theory and Applications of Knowledge MAnagement [TAKMA];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1574;International Conference on Technology Education [TE];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1575;Unix Symposium on Internet Technologies [USITS];140;"informatyka techniczna i telekomunikacja;
informatyka;"
1576;University of Western Australia Computer Science Research Conference [UWACS];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1577;International Workshop on Artificial Intelligence and Statistics [WAIS];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1578;World Conference on Computers in Education [WCCE];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1579;World Congress on Systems Simulation [WCSS];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1580;International Computer Symposium Workshop [WICS];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1581;World Multi-Conference on Systemics, Cybernetics and Informatics [WMSCI];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1582;Informatics in Education;20;"informatyka techniczna i telekomunikacja;
informatyka;"
1583;EMAS (merger of DALT, AOSE and PROMAS) [EMAS];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1584;"International Workshop on Coordination, Organizations, Institutions, Norms and Ethics for Governance of Multi-Agent Systems [COINE]
(Workshop on Coordination, Organizations, Institutions and Norms in agent Systems [COIN])";70;"informatyka techniczna i telekomunikacja;
informatyka;"
1585;International Conference on Interactive Digital Storytelling [ICIDS];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1586;International Conference on Artificial Intelligence: Methodology, Systems, Applications [AIMSA];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1587;International Conference on Information Quality [ICIQ];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1588;International Conference on Image Analysis and Recognition [ICIAR];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1589;European Conference on Software Architecture [ECSA];140;"informatyka techniczna i telekomunikacja;
informatyka;"
1590;Symposium On Usable Privacy and Security [SOUPS];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1591;International Conference on Virtual Rehabilitation [ICVR];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1592;"International Conference on Web and Social Media [ICWSM]
(International Conference on Weblogs and Social Media [ICWSM])";20;"informatyka techniczna i telekomunikacja;
informatyka;"
1593;EURO AMERICAN CONFERENCE ON TELEMATICS AND INFORMATION SYSTEMS [EATIS];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1594;Practical Applications of Agents and Multiagent Systems [PAAMS];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1595;International Conference on Advanced Communications and Computation [INFOCOMP];20;"informatyka techniczna i telekomunikacja;
informatyka;"
